پ,Eng Name,Ar Name
12301, abn al-ʿAīāshī al-Sanhājī,ابن العياشي الصنهاجي
12302, Muḥammad Aḥmad Hamād ,محمد أحمد حماد 
12303, abī al-Husn Tāhr b. al-Mnʿam b. ghalbūn al-Halabī ,أبي الحسن طاهر بن المنعم بن غلبون الحلبي 
12304, Muḥammad b. ʿAbd al-Salām al-Fāsī ,محمد بن عبد السلام الفاسي 
12305, ʿUmar b. ʿAbd-Allah ,عمر بن عبد الله 
12306, Muḥammad b. Muḥammad b. Aḥmad al-Raḥāmtī,محمد بن محمد بن أحمد الرحامتي
12307, abī Qāsm b. ʿAlī Drāūẗ al-Shāwy,أبي قاسم بن علي دراوة الشاوي
12308, al-Ḥasīn b. ʿAlī b. Talḥaẗ al-Rajrājī al-Shūshāwy ,الحسين بن علي بن طلحة الرجراجي الشوشاوي 
12309, Aḥmad abn al-Khīāṭ al-Husnī ,أحمد ابن الخياط الحسني 
12310, abī Dāūd Sulīmān b. Najāḥ Alʾamwy,أبي داود سليمان بن نجاح اللأموي 
12311, Ibrāhīm b. Muḥammad al-Khalūfī al-Husnī ,إبراهيم بن محمد الخلوفي الحسني 
12312, al-ḥsn b. Muḥammad Kanīr,الحسن بن محمد كنير
12313, abn Kathīr lādrīs b. Aḥmad al-Sherīf,ابن كثير لادريس بن أحمد الشريف
12314, Idrīs b. Muḥammad al-Husnī al-Munjra,إدريس بن محمد الحسني المنجرة
12315, Muḥammad b. ʿAbd al-Raḥman al-lʾAzrawālī,محمد بن عبد الرحمن اللأزروالي
12316,,علاء الدين علي بن محمد البغدادي الصوفي
12317,,أبي إسحق أحمد بن محمد الثعلبي النيسابوري 
12318,Jalāl al-Dīn Muḥammad b. 'Aḥmad al-Muḥalā,جلال الدين محمد بن أحمد المحلى
12319,Abd al-Raḥman b. Muḥammad b. Ma'lūf al-Tha'ālibī,عبدالرحمن بن محمد بن مخلوف الثعالبي 
12320,Abū a-Qāsim Muḥammad b. 'Aḥmad b. Juzay al-Kalabī al-Ghirnāṭī,أبي القاسم محمد بن أحمد بن جزي الكلبي الغرناطي 
12321,Nāṣir al-Dīn 'Abū Sa'īd 'Abdallāh b. 'Umar al-Bayḍāwī al-Shīrāzī,ناصر الدين أبي سعيد عبدالله بن عمر البيضاوي الشيرازي
12322,Muḥammad b. 'Abū Bakir b. 'Abd al-Qādir al-Rāzī,محمد بن أبي بكر بن عبدالقادر الرازي 
12322,Aḥmad b. Muḥammad b.'Ajība,أحمد بن محمد ابن عجيبة 
12323,,جلال الدين بن عبدالرحمن بن أبي بكر السيوطي
12324,,جار الله محمود بن عمر الزّمخشري
12325,Abū al-Su'ūd Muḥammad b. Muḥammad al-'Amārī,أبي السعود محمد بن محمد العماري 
12326,Aḥmad b. Muḥammad b. Manṣūr al-Ḥidha'ī al-Mālikī al-'Iskandarī,أحمد بن محمد بن منصور الحذائي المالكي الاسكندري 
12327,Aḥmad b. Muḥammad b. 'Ajība al-Ḥassanī,أحمد بن محمد بن عجيبة الحسني 
12328,Abū al-Fidā' Isma'īl b. 'Umar b. Kathīr al-Qurashī,أبي الفداء اسمعيل بن عمر بن كثير القرشي 
12329,Sulaymānī b. 'Umar b. Manṣūr al-Jamal,سليمان بن عمر بن منصور الجمل
12330,Abd al-Raḥman b. Muḥammad al-Fāsī al-Qaṣrī,عبدالرحمن بن محمد الفاسي القصري 
12331,,أحمد بن يوسف السمين الحلبي
12332,,عبدالكريم بن ابرهيم بن أحمد الجيلي الكلالي الكيلاني الصوفي
12333,,أحمد بن يوسف الكواشي الموصلى
12334,,عطية من عطية الأجهوري الشافعي
12335,Abū 'Abd al-Raḥman Muḥammad b. al-Ḥussayn b. Mūsā al-Salmī al-Nīsāwī,أبي عبدالرحمن محمد بن الحسين بن موسى السلمي النيسابوري 
12336,Abū Bakir Muḥammad b. 'Abdallāh b. al'Arabī al-Ma'afirī,أبي بكر محمد بن عبدالله ابن العربي المعافري 
12337,Ibn al-Munīr al-Mālikī,ابن منير المالكي
12338,Abū Ḥayyān Muḥammad b. Yūsif b. Ḥayyān al-'Andalusī al-Jayānī,أبي حيان محمد بن يوسف ابن حيان الأندلسي الجياني
12339,Muḥammad b. 'Aḥmad al-Ghassānī al-'Andalusī,محمد بن أحمد الغساني الأندلسي 
12340,Zayn al-Dīn 'Alī b. 'Aḥmad al-'Amawī al-Ḥanbalī,زين الدين علي بن أحمد الأموي الحنبلي 
12341,Muḥammad al-Baṣir al-'Iskandarī al-Mālikī,fمحمد البصير الإسكندري المالكي 
12342,Umar b. Muḥammad al-Sukūnī al-'Ishbīlī,عمر بن محمد السكوني الاشبيلي 
12343,Ḥamdūn b. al-ḤāJ al-Salamī al-Mirdāsī,حمدون بن الحاج السّلمي المرداسي
12344,Alī b. Muḥammad al-'Ajhūrī al-Mālikī,علي بن محمد الأجهوري المالكي 
12345,Abū al-Layth Naṣir b. Muḥammad al-Samarqandī,أبي الليث نصر بن محمد السمرقندي 
12346,Muḥammad b. Yūsif al-Sanūsī,محمد بن يوسف السنوسي 
12347,Muḥammad b. 'Abd al-Raḥman b. Zikrā,محمد بن عبدالرحمن بن زكرى
12348,Abd al-Raḥman b. 'Abdallāh al-Khathma'ī al-Suhaylī al-Marākishī,عبدالرحمن بن عبدالله الخثمعي السهيلي المراكشي 
12349,Ṣāliḥ b. Muḥammad b. 'Abū Bakir al-'Uḍwī al-Darāwī al-Tawātī,صالح بن محمد بن أبي بكر العضوي الدراوي التواتي 
12350,Abū al-Baqā' Muḥammad b. 'Aḥmad al-Qurashī,أبي البقاء محمد بن أحمد القرشي 
12351,,السلطان مولاي سليمان الحسني العلوي 
12352,Aḥmad b. Muḥammad al-Basīlī,أحمد بن محمد البسيلي 
12353,Abū Abdallāh Muḥammad b. 'Aḥmad al-'Anṣārī al-Khazrajī al-Qubṭī ,أبي عبدالله محمد بن أحمد الأنصاري الخزرجي القبطي 
12354,Abū Ja'far Muḥammad b. Jarīr al-Ṭabrī,أبي جعفر محمد بن جرير الطبري
12355,Sa'dī Jalabī 'Afandī,سعدي جلبي أفندي 
12356,al-Qāḍī Zāda,القاضي زادة
12357,Abū al-Faḍil al-Qurashī al-Ṣadīqī al-Kāzrūnī al-Khaṭīb ,أبي الفضل القرشي الصديقي الكازروني الخطيب 
12358,Shihāb al-Dīn 'Aḥmad b. Muḥammad al-Ṣāwī al-Khalūtī al-Mālikī,شهاب الدين أحمد بن محمد الصاوي الخلوتي المالكي
12359,Ismā'īl b. 'Umar b. Wafā' al-Shanwānī,اسماعيل بن عمر بن وفاء الشنواني
12360,Alī b. 'Aḥmad b. Muḥammad al-'Waḥidī al-Nīsābūrī,علي بن أحمد بن محمد الواحدي النيسابوري 
12361,,ميمون بن أبي بكر بن ميمون الحسني 
12362,,محمد بن علي الصبان المصري
12363,,محمد الأمكرماني الرّومي
12364,,محمد المدني بن علي بن جلون الكومي
12365,,أحمد بن عمر بن هلال المالكي
12366,,أبي يحيى زكرياء بن محمد الأنصاري الشافعي
12367,,عبدالله بن دستان مصطفى
12368,,عبدالله بن محمد بن عثمان بن فودي الهوصي الفلاني
12369,Abū al-Qāsim b. 'Abū Ḥassan al-Khath'amī al-Suhaylī,أبي القاسم عبدالرحمن بن أبي الحسن الخثعمي السهيلي 
12370,Abū 'Abdallāh Muḥammad b. 'Abū al-Faḍil Qāsim al-Raṣa',أبي عبدالله محمد بن أبي الفضل قاسم الرصاع 
12371,Abū 'Abdallāh Muḥammad b. Khalaf al-Qādī 'Ashī,أبي عبدالله محمد بن خلف الوادي آشي
12372,Izz al-Dīn Muḥammad b. Bakir b. 'Abd al-'Azīz b. Jamā'a,عز الدين محمد بن بكر بن عبدالعزيز ابن جماعة 
12373,Abū 'Abdallāh Muḥammad b. 'Alī al-Shuṭaybī al-Burjī,أبي عبدالله محمد بن علي الشطيبي البرجي 
12374,Abū 'Isḥaq 'Ibrāhīm b. Muḥammad al-Ṣafāqusī,أبي اسحق إبراهيم بن محمد الصفاقسي 
12375,Muḥammad b. 'Alī b. 'Aḥmad al-'Awsī al-Balansī,محمد بن علي بن أحمد الأوسي البلنسي 
12376,Abū Bakir Muḥammad b. 'Azīz al-Sajsatānī,أبي بكر محمد بن عزيز السجستاني 
12377,Mūsā b. Muḥammad al-Qalībī al-'Umarī,موسى بن محمد القليبي العمري 
12378,Abū al-Qāsim al-Ḥassan b. Muḥammad b. Ḥabīb al-Nīsābūrī,أبي القاسم الحسن بن محمد بن حبيب النيسابوري 
12379,Muḥammad b. 'Aḥmad al-Hawārī al-Ḍarīr,محمد بن أحمد الهواري الضرير
12380,Alī b. Muḥammad b. 'Abd al-Ṣamaḍ al-Sakhāwī,علي بن محمد بن عبدالصمد السخاوي 
12381,Abū Muḥammad b. Muḥammad al-Ghazālī al-Ṭūsī ,أبي حامد محمد بن محمد الغزالي الطوسي 
12382,Abū Muḥammad Burhān al-Dīn 'Ibrāhīm b. 'Umar al-Ja'barī,أبي محمد برهان الدين إبراهيم بن عمر الجعبري 
12383,Taqī al-Dīn b. 'Abd al-Kāfī al-Sabakī,تقي الدين علي بن عبدالكافي السبكي 
12384,Abd al-Karīm b. 'Alī al-Yāzighī ,عبدالكريم بن علي اليازغي 
12385,Aḥmad b. 'Uthmān al-Dhahabī,أحمد بن عثمان الذهبي 
12386,al-Mukhtār b. 'Abū Bakir al-Kintī,المختار بن أحمد بن أبي بكر الكنتي 
12387,Aḥmad b. 'Alī al-Manjūr ,أحمد بن علي المنجور 
12388,Abī ʿUmar Jamāl al-Dīn Yūsif b. 'Abdallāh b. ʿUmar b. 'Abd Al-Bir Al-Qurṭubī Al-Andalusī,ابي عمر جمال الدين يوسف بن عبدالله بن عمر بن عبد البر القرطبي الاندلسي
12389,Shihāb Al-dīn 'Aḥmad b. 'Ali b. Muḥammad b. ḥajir Al-'Asqalānī,شهاب الدين أحمد بن علي بن محمد بن حجر العسقلاني
12390,Abd al-Raḥman b. Yūsif b. 'Aḥmad b. 'Alī al-Qurashī,عبد الرحمن بن يوسف بن أحمد بن علي القرشي 
12391,Muḥammad b. Qāsim b. Muḥammad b. 'Abd Al-Wāḥid b. Zākūr Al-Fāsī,محمد بن قاسم بن محمد بن عبد الواحد بن زاكور الفاسي
12392,Mas'ūd b. Muḥammad Jamū',مسعود بن محمد جموع 
12393,Abū al--Qāsim al-Ḥussaynī Muḥammad al-Faḍil,أبي القاسم الحسين بن محمد الفضل
12394,Abū al-Qāsim Hibatullāh b. Salāma b. Naṣr al-Ḍarīr al-Baghdādī,أبي القاسم هبة الله بن سلامة بن نصر الضرير البغدادي 
12395,Alī b. 'Aḥmad b. Ṭughrīl al-Masrī,علي بن أحمد بن طغريل المصري 
12396,Burhān al-Dīn 'Abū Ibrāhīm b. 'Umar al-Baqā'ī,برهان الدين أبي ابراهيم بن عمر البقاعي 
12397,Aḥmad b. Mūsā al-Bīlī al-'Adawī al-Mālikī,أحمد بن موسى البيلي العدوي المالكي 
12398,Abū al-Faḍil 'Ayaḍ b. Mūsā al-Yaḥbaṣī al-Sabtī,أبي الفضل عياض بن موسى اليحصبي السبتي 
12399,Muḥammad b. 'Alī al-Warzāzī,محمد بن علي الورزازي 
12400,Abū Bakir Muḥammad b. Durīd al-'Azadī,أبي بكر محمد بن دريد الأزدي 
12401,Abd Al-Raḥmān b. 'Idrīs Al-Manjarah,عبد الرحمان بن ادريس المنجرة
12402,Muḥammad Al-ṭālib b. ḥamdūn b. 'Abd Al-Raḥmān b. Al-ḥāj Al-Salmī,محمد الطالب بن حمدون بن عبد الرحمن بن الحاج السلمي
12403,Abī 'l-'Abbās 'Aḥmad b. Muḥammad b. 'Aḥmad Al-Maqrī Al-Talmisānī,ابي العباس احمد بن محمد بن احمد المقري التلمساني 
12404,Abī Abdallāh Muḥammad b. 'Abd Al-Salām Al-SāIḥ Al-Ribāṭī,ابي عبد الله محمد بن عبد السلام السايح الرباطي
12405,Abī Bakr b. Al-ṣabīḥī Al-Silāwiy,ابي بكر بن الصبيحي السلاوي 
12406,Aḥmad b. Muḥammad b. 'Ajībā Al-Ḥusnī,احمد بن محمد بن عجيبة الحسني 
12407,Abu Zayd ʿAbd al-Raḥman b.ʿAbd al-Qādir Al-Fāsī ,ابي زيد عبد الرحمن بن عبد القادر الفاسي 
12408,Ábū al-Qāsim b. Aḥmad al-Zayyānī,ابي القاسم بن احمد الزياني
12409,Abd Al-Raḥmān b. Īsa Al-Jīlālī Al-Mizīātī,عبد الرحمن بن عيسى الجيلالي المزياتي
12410,Ábū 'l-Faḍl al-Tuhāmī b. 'Abdāllah b. Al-Sharīf b. ʿUthmān al-ʿAlwī Al-al-Ḥusnī,ابي الفضل التهامي بن عبدالله بن الشريف بن عثمان العلوي الحسني
12411,Aḥmad b. Muḥammad b.  al-Ḥusīn Al-Kalabāthi,احمد بن محمد بن الحسين الكلاباذي 
12412,Muḥammad b. Muḥammad b. 'Abdāllah Al-Makūdī 'l-Tāzī,محمد بن محمد بن عبدالله المكودي التازي
12413,ʿAbd al-Salām b. ʿAbd al-Qāder b. Sūda,عبد السلام بن عبد القادر بن سودة 
12414,Abu Zayd ʿAbd al-Raḥman b.ʿAbd al-Qādir b. 'Alī Al-Fāsī Al-Fahrī,ابي زيد عبد الرحمن بن عبد القادر بن علي الفاسي الفهري
12415,Muhammad B. Muhammad B. 'Alī Al-sīlāwī,محمد بن محمد بن علي السلاوي
12416,Abd 'l-Raḥmān b. Zeidān al-Ḥusnī,عبد الرحمن بن زيدان الحسني
12417,Ábū 'Abdāllah Muḥammad b. Muḥammad b. 'Abd 'l-Raḥmān,ابي عبدالله محمد بن محمد بن عبد الرحمن 
12418,Sulīmān b. Yūsif b. Muḥammad b. Muḥammad b. al-Drʿaī,سليمان بن يوسف بن محمد بن محمد بن الدرعي 
12419,Muḥammad b. 'Abdāllah Al-Amīn b. 'Abdāllah Al-ḥajājī Al-Al-J'afarī,محمد الامين بن عبدالله الحجاجي  الجعفري الحسني
12420,Ábū 'Abdāllah Muḥammad b. al-Qāsim b. Muḥammad b. Muḥammad b. Aḥmad b. 'Abd Al-Malik Al-'Ansārī Al-Sabtī,ابي عبدالله محمد بن القاسم بن محمد بن محمد بن احمد ابن عبد الملك الانصاري السبتي   
12421,Muḥammad b. Ḥārit̲ b. Asad Al-Khashnī al-Qiyyrūnī al-'Andalusī,محمد بن حارث بن اسد الخشني القيرواني الأندلسي
12422,Ábū 'Abdāllah Muḥammad b. 'Abd- Al- Wahāb b. ʿUthmān  al-Miknāsī,ابي عبدالله محمد بن عبد الوهاب بن عثمان المكناسي
12423,Ábū 'Abdāllah Muḥammad b. Abdāllah b. Tījlāt al-Tādlī al-Mrākšī,أبي عبدالله محمد بن عبدالله بن تيجلات التادلي المراكشي 
12424,Ábū Ḥafṣ Umar b. 'Abdāllah Al-Fāsī Al-Fahrī,ابي حفص عمر بن عبدالله الفاسي الفهري  
12425, Lisān 'l-Dīn b. al-Khaṭīb al-Sulaymānī,لسان الدين بن الخطيب السليماني 
12426,Muḥammad b.'Alī Al-Dakālī Al-sīlāwī,محمد بن علي الدكالي السلاوي 
12427,ʾAbī ʿAbdallah Muḥammad b. ʾAbī Muḥammad ʿAbdallah b. ʾAbī Bakr al-Qaḍaʿī b. al-ʾAbar al-Belīnsī ,أبي عبد الله محمد بن أبي محمد عبد الله بن أبي بكر القضاعي بن الأبار البلنسي
12428,ʾAbī al-Maʿalī ʿAlaa al-Dīn Muḥammad b. ʿAbd al-Baqī al-Bokharī al-Makī,أبي المعالي علاء الدين محمد بن عبد الباقي البخاري المكي
12429,Aḥmad b. al-Hasan b. Yūsuf b. Muḥammad b. Yaḥīa b. ʿArdun,أحمد بن الحسن بن يوسف بن محمد بن يحيى بن عرضون
12430,ʿAbd al-Qader b. Aḥmad al-Taslītī,عبد القادر بن أحمد التسليتي
12431,ʿAlī b. Īsa b. ʿAlī al-Sḥerīf al-ʿAlmī ,علي بن عيسى بن علي الشريف العلمي
12432,Abī Al-'Abbās 'Aḥmad b. 'Abdallāh b. Muḥammad b. Abī Maḥalī Al-Sajlamāsī,أبي العباس احمد بن عبد الله بن محمد ابن أبي محلي السجلماسي 
12433,Hāshim b. al-Ghalī al-ʿAlwī,هاشم بن الغالي العلوي
12434, Ibrāḥīm b. ʿAbdallah al-Shawī,إبراهيم بن عبد الله الشاوي
12435,ʿArabī b. ʿAbd al-Salam al-Bararī,عربي بن عبد السلام البراري
12436,Muḥammad b. Aḥmad b. Muḥammad b. al-Waseʾ al-Morbatī al-Boʾqīlī,محمد بن أحمد بن محمد بن الواسع المرابطي البوعقيلي
12437,ʾAbī ʿAbdallaḥ Muḥammad,أبي عبد الله محمد 
12438,ʾAbī ʿAbdallaḥ Muḥammad b. Ibrāhīm al-Aṣuwlī,أبي عبد الله محمد بن إبراهيم الأصولي
12439,ʿAbd al-ʿAzīz b. Muḥammad b. Muḥammad b. Qasīm Gasus,عبد العزيز بن محمد بن محمد بن قاسم جسوس
12440,Abū `īssā Muḥammad Al-Mahdī b.  'Aḥmad b. `Alī b. Yūsif Al-Fāsī,أبي عيسى محمد المهدي بن أحمد بن علي بن يوسف الفاسي
12441,Aḥmad b. `āshir b. `Abd Al-Raḥmān Al-ḥāfī,أحمد بن عاشر بن عبد الرحمان الحافي
12442,Abū `AbdAllāh Muḥammad b. 'Abū  Al-ḥasan Al-Ruqāshī Al-ḥusnī,أبي عبد الله محمد بن أبي الحسن الرقاشي الحسني
12443,Maḥmūd b. Muḥammad Al-Sharīf Al-ṭahirī Al-ḥusnī,حمدون بن محمد الشريف الطاهري الحسني
12444,Ḥussayn Khūja b. 'Alī b. Sullaymān Al-Ḥanafī Al-Tūnisī,حسين خوجة بن علي بن سليمان الحنفي التونسي
12445,Aḥmad b. Muḥammad b. 'Aḥmad  b. 'Alī Al-Nakhlī Al-Makī,أحمد بن محمد بن أحمد بن علي النخلي المكي
12446,Abū  'AbdAllāh Muḥammad b.  'AbdAllāh b. Muḥammad Al-`Azmūrī,أبي عبد الله محمد بن عبد الله بن محمد الأزموري
12447,Abū Al-'Abbās 'Aḥmad b. Muḥammad b. 'Uthārī Al-Marākishī,أبي العباس أحمد بن محمد بن عذاري المراكشي
12448,`Abū Muḥammad Al-`Arabī b. Al-Qāsim Al-`Uluwwī Al-ḥusnī Al-Madghrī,أبي محمد العربي بن القاسم العلوي الحسني المدغري
12449,Abū `AbdAllāh Muḥammad b. Al-Mirbāṭ `Abd Al-Salām b. 'Aḥmad b.Muḥammad (Al-Ḍa`īf),أبي عبد الله محمد بن المرابط عبد السلام بن أحمد ابن محمد (الملقب بالضعيف)
12450,Abū `AbdAllāh Muḥammad b. Muḥammad Al-Baziyyūrī,أبي عبد الله محمد بن محمد البزيوي
12451,Abū `AbdAllāh Muḥammad b. Muḥammad Al-Falāq Al-Sufiānī Al-'Amghīṭī,أبي عبد الله محمد بن محمد الفلاق السفياني الامغيطي
12452,Muḥammad b. `Abd Al-Raḥīm Al-Qaisī Al-Ghurnāṭī ('Abū ḥāmid Al-Andālusī),محمد بن عبد الرحيم القيسي الغرناطي المعروف بأبي حامد الأندلسي
12453,Abū Al-Qāsim `Alī b. Al-ḥasan b. Hibatullāh Al-Shāfi`ī ('Abū `Asākir),أبي القاسم علي بن الحسن بن هبة الله الشافعي الشهير بابن عساکر
12454,Abū Al-Walīd Muḥammad b. `AbdAllāh b. 'Aḥmad b. Muḥammad Al-'Azraqī,أبي الوليد محمد بن عبد الله بن أحمد بن محمد الأزرقي
12455,`Abd Al-Raḥmān b. Abd Al-Qādir Al-Jūṭī Al-Shabīhī,عبد الرحمن بن عبد القادر الجوطي الشبيهي
12456, 'Aḥmad b. `Alī b. Muḥammad b. `Alī b. ḥajar Al-`Asqalānī,أحمد بن علي بن محمد بن علي بن حجر العسقلاني
12457,Muḥammad b. 'Abdallāh Al-Kisā`ī,محمد بن عبد الله الكسائي
12458,`Abū Al-ḥasan 'Alī b. 'Abdallāh b. `Abū Zari' Al-Fāsī,أبي الحسن علي بن عبد الله بن أبي زرع الفاسي
12459,Muḥammad b. Al-ṭīB b. 'Aḥmad  aL-'Ilmī Al-ḥusnī,محمد بن الطيب بن أحمد العلمي الحسني
12460,Burhān Al-Dīn `Abū `Isḥāq `Ibrāhīm b. 'Abd Al-Raḥmān Al-Fazārī,برهان الدين أبي إسحاق إبراهيم بن عبد الرحمان الفزاري
12461, 'Aḥmad b. Muḥammad Al-ṣubayḥī Al-Silāwī,أحمد بن محمد الصبيحي السلاوي
12462,Muḥammad b. 'Aḥmad b. `iyās Al-Ḥanafī,محمد بن أحمد بن إياس الحنفي
12463,`Abī Marwān `Abd Al-Malik b. Al-Kardabūs Al-Tūzrī,أبي مروان عبد الملك بن الكردبوس التوزري
12464,Aḥmad b. Al-Mahdī b. Muḥammad Al-Ghazāl Al-ḥmedī Al-`Andalūsī Al-Fāsī,أحمد بن المهدي بن محمد الغزال الحميدي الأندلسي الفاسي
12465,Abbās b. `brāhīm Al-Samlālī Al-Marākshī,عباس بن إبراهيم السملالي المراكشي
12466, 'Aḥmad b. Muḥammad b. 'Aḥmad b. `Abd Al-Raḥmān Al-'Ashmāwī, أحمد بن محمد بن احمد بن عبد الرحمن العشماوي
12467,`Abī ḥāmid AL-'Arabi b.  'Aḥmad Bardala,أبي حامد العربي بن أحمد بردلة
12468,`Abī  'Abdallāh Muḥammad b. `Ibrāhīm b. Muḥammad Al-Takrūrī  Al-siba'ī ,أبي عبد الله محمد بن إبراهيم بن محمد التكرور السباعي
12469,`Abī Salim 'Abdallāh b. Muḥammad b. `Abī Bakir Al-'Ayashī ,أبي سالم عبد الله بن محمد بن أبي بكر العياشي
12470,Khayr Al-Dīn Al-Tūnisī Al-Jarkasī,خير الدين التونسي الجركسي
12471,Jamāl Al-Dīn Muḥammad b. 'Abd Al-Azīz Al-Hashimī Al-makī Al-Shafi'ī,جمال الدين محمد بن عبد العزيز الهاشمي المكي الشافعي
12472,`Abū Al-ḥasan 'Aḥmad b. Yaḥyā b. Jāber Al-Balādhī Al-Baghdādī,أبي الحسن أحمد بن يحيى بن جابر البلاذري البغدادي
12473,`Abū Al-'Abbās  'Aḥmad b. Hussayn b. Al-Khatīb Al-Qusnṭtinī (b. Qatafad),أبي العباس أحمد بن حسين بن الخطيب القسنطيني( ابن قنفد)
12474,`Abū Al-'Abbās 'Aḥmad b. Muḥammad b. 'Aḥmad b. 'Abd Al-'Azīz Al-ḥusnī,أبي العباس أحمد بن محمد بن أحمد بن عبد العزيز الحسني
12475,Aḥmad b. Muḥammad b. Muḥammad b. 'Uthmān b. Al-ḥāj Al-Mānūfī,أحمد بن محمد بن محمد بن عثمان بن الحاج المانوفي
12476,`Abū Al-Yamn 'Abd AL-Raḥmān b. Muḥammad b. Mujīr Al-Dīn Al-'Alīmī Al-ḥanbalī,أبي اليمن عبد الرحمن بن محمد بن مجير الدين العليمي الحنبلي
12477,Muḥammad b. 'Abd Al-Salām Al-Bījrī,محمد بن عبد السلام البيجري
12478,`Abī Muḥammad  'Abdallāh b. Muḥammad b. 'Abd Al-Raḥmān b. 'Abd Al-Qādr Al-Fāsī ,ابي محمد عبد الله بن محمد بن عبد الرحمن بن عبد القادر الفاسي
12479,Aḥmad b. Muḥammad b. Al-`Amīn Al-Fāsī  Al-'Abbāsī ,أحمد بن محمد الأمين الفاسي الروداني العباسي
12480,`Abī  'Abdallāh Muḥammad b. Muṣṭafa b. Jandār Al-Ribaṭī,أبي عبد الله محمد بن مصطفى بوجندار الرباطي
12481,ṣalāḥ Al-Dīn Al-Khalīl b. `Abīk b.  'Abdallāh Al-ṣafadī,صلاح الدين خليل بن أيبك بن عبد الله الصفدي
12482,`Abī Naṣr 'Alī b. Hibatu-Allāh b. 'Alī b. Hibatu-Allāh b. Mākūlā,أبي نصر علي بن هبة الله بن علي بن هبة الله بن ماكولا
12483,Muḥammad b. 'Alī b. Khadir b. 'Askar Al-Ghasānī,محمد بن علي بن خضر بن عسكر الغساني
12484,`Abī 'Isā Al-Mahdī b. 'Aḥmad b. 'Alī b. Yūsif Al-Fāsī Al-Fahrī,أبي عيسى المهدي بن أحمد بن علي بن يوسف الفاسي الفهري
12485,Abd Al-Qādir b. Aḥmad b.`Abī Jum'a Al-Kūhin Al-Fāsī,عبد القادر بن أحمد بن أبي جمعة الكوهن الفاسي
12486,`Abū 'Abdallāh Muḥammad b. 'Abdallāh b. Muḥammad b. Thafr Al-ṣaqlī,أبي عبد الله محمد بن عبد الله بن محمد بن ظفر الصقلي
12487,`Abū 'Abdallāh Muḥammad Al-Tahāmī b. Muḥammad b. Raḥmūn Al-'Ilmī,أبي عبد الله محمد التهامي بن محمد بن رحمون العلمي
12488,Sulaymān b. Muḥammad Al-ḥawāt Al-ḥusnī,سليمان بن محمد الحوات الحسني
12489,Muḥammad b. 'Alī b. Fadil Al-Ḥussaynī Al-Shāfi'ī Al-ṭabrī,محمد بن علي بن فضل الحسيني الشافعي الطبري
12490,Muḥammad b. 'Aḥmad Al-Nahrawānī Al-Makī,محمد بن أحمد النهرواني المكي
12491,Muḥammad b. 'Abd Al-Salām Al-Fāsī Banānī,محمد بن عبد السلام الفاسي بناني
12492,`Abū Bakir b. Al-'Arabī Banānī,أبي بكر بن العربي بناني
12493,`Abū 'Abdallāh Muḥammad b. `Ibrāhīm b. Muḥammad b. Al-ḥafīd Al-Subay'ī Al-Marākishī,أبي عبد الله محمد بن إبراهيم بن محمد بن الحفيد السباعي المراكشي
12494,Muḥammad b. 'Abd al-Kabiyyr al-Ḥaj al-Selmi'ī,محمد بن عبد الكبير ابن الحاج السلمي
12495,Āḥmād b. qāsim al-Mansūrī al-Miknasi'ī,احمد بن قاسم المنصوري المكناسي
12496,Āmr b. Müẓafar b. Āmr b. Muḥammad b. al-Wardī al-Müʿrī al-Ḥalabī al-Shāfiʿī,عمر بن مظفر بن عمر بن محمد بن الوردي المعري الحلبي الشافعي
12497,Abd al-Kariyym b. dorghām al-ṭārāiyyfi'ī,عبدالكريم بن درغام الطرائفي
12498,Āl-Ḥabib b. Muḥammad Āl-Sāaiyyd Āl-Ābassi'ī,الحبيب بن محمد السعيد العباسي
12499,Māḥfüẓ b. sāaiyyd al-Rāsmüki'ī,محفوظ بن سعيد الرسموكي
12500,ʿAbdallaḥ b. al-ṣaghiyyr b. Āḥmād b. Qaḍiʿī,عبدالله بن الصغير بن أحمد بن القاضي
12501,Ābin sāaiyyd al-tānāni'ī,ابن سعيد التناني
12502,Amro b. āl-mü'ṭī āl-shāwi'ī,عمرو بن المعطي الشاوي
12503,Āl-Qāḍhī Āl-Möḥesen b. Āli b. Muḥammad b. Ābi Āl-Fahem Dāwud Āl-Nökhī Āl-Bāsri'ī,القاضي المحسن بن علي بن محمد بن أبي الفهم داود النوخي البصري
12504,Muḥammad ʿAbdallaḥ b. Möslim b. Qütāibāh Āl-Denori'ī,محمد عبدالله بن مسلم بن قتيبة الدينوري
12505,Abd al-Qāḍir b. ābd al-Rahman al-Salwi'ī,عبدالقادر بن عبدالرحمن السلوي 
12506,Āl-Tāhāmi b. al-Tāiyyb Āmghār al-Miknasi'ī,التهامي بن الطيب أمغار المكناسي
12507,lemā' al-āynein b. Muḥammad b. Fāḍil b. Māmin al-shenqaiti'ī,لماء العينين بن محمد فاضل بن مامين الشنقيطي
12508,Muḥammad 'Abd Āl-Sālām b. Muḥammad Āl-Zāmūri'ī,محمد عبدالسلام بن محمد الزموري
12509,ḥāmed āl-Mālāki b. Muḥammad b. Muḥammad b. Āli b. ʿAbd al-Raḥmān 'Ibn 'Abd āl-Qāder āl-Bāṭāwri'ī,حامد الملكي بن محمد بن محمد بن علي بن عبدالرحمن ابن عبدالقادر البطاوري
